Fighter,Elo Rating,Peak Elo,Record,Unbeaten Streak,Strength of Schedule
Marcus Bossett,1184.736306793522,1216.0,1-2-0,0,1210.6666666666667
Joe Son,1184.736306793522,1200.0,0-1-0,0,1216.0
Ryan Parker,1184.736306793522,1200.0,0-1-0,0,1216.0
Reginaldo Vieira,1184.7360883463127,1216.0,1-2-0,0,1210.9228616819155
Koji Kitao,1184.7348887803453,1200.0,0-1-0,0,1215.9691430130435
Stewart Nicoll,1184.733133717867,1200.0,0-1-0,0,1215.930951939348
Raphael Pessoa,1184.7320598498545,1200.0339081301693,1-2-0,0,1199.9800064646704
Christian Aguilera,1184.7198993644854,1216.0,1-2-0,0,1210.7997450265677
Ravena Oliveira,1184.715458822565,1200.0,0-1-0,0,1215.5463583008814
Lucas Rocha,1184.7055053779889,1200.0,0-1-0,0,1215.3297949680978
Marcelo Aguiar,1184.7040225341211,1200.0,0-1-0,0,1215.2975328274754
Keiichiro Yamamiya,1184.7024671725246,1200.0,0-1-0,0,1215.263693206478
Rob MacDonald,1184.7023986633528,1200.736306793522,1-2-0,0,1200.0
Bojan Velickovic,1184.702354673709,1216.0364408849173,2-3-1,0,1212.7266864223282
Toshiomi Kazama,1184.7018926399087,1200.0,1-2-0,1,1189.0841116329725
Zviad Lazishvili,1184.6740838416442,1200.0,0-1-0,0,1214.646214211138
Martin Sano,1184.6737165063175,1200.0,0-1-0,0,1214.6382234503383
Pete Rodriguez,1184.6531168033512,1200.7701398146428,1-2-0,0,1199.655092964129
Sarah Kaufman,1184.6085683907659,1216.0,1-2-0,0,1207.4650471863497
Christian Wellisch,1184.5832104170684,1216.6805387436852,2-3-0,0,1202.936184294917
Ben Sosoli,1184.5773913103612,1200.0,0-1-0,0,1213.5683426365385
Juliana Lima,1184.5544342252545,1216.7023986633528,3-4-0,0,1204.3885667748468
Peter Sobotta,1184.536187960839,1211.5917246556253,4-6-0,0,1220.6770200781891
Philip De Fries,1184.53192835838,1216.0383764021055,2-3-0,0,1208.3613876073803
Vitor Miranda,1184.462246034784,1234.483613168933,3-4-0,0,1209.4181625285642
Kamuela Kirk,1184.453666533346,1217.8669980496143,1-2-0,0,1209.7100516816806
Caros Fodor,1184.4429567203695,1200.0,0-1-0,0,1209.6211415060002
Stephanie Luciano,1184.4207911548983,1216.736306793522,1-2-0,0,1208.5559058396743
John Salter,1184.32730191865,1200.3936545675313,1-2-0,0,1197.1675475315442
Drew McFedries,1184.3221672292948,1216.567715444015,4-5-0,0,1203.664542807051
Luan Chagas,1184.309369756868,1200.0,1-2-1,0,1216.4742683560758
Antonio McKee,1184.2787620059012,1200.0,0-1-0,0,1206.0538526406517
Steve Bruno,1184.2614509970474,1200.0,1-2-0,0,1196.2220749721253
Miguel Baeza,1184.248107396691,1248.5778913653126,3-4-0,0,1222.4504412030233
Phil Johns,1184.236506476567,1200.0,0-1-0,0,1205.136046977999
Nick Roehrick,1184.2232929360162,1200.0,0-1-0,0,1204.8490593226938
Hans Stringer,1184.1525298302497,1216.7045257760606,1-2-0,0,1206.7204162820863
Joe Merritt,1184.144330811694,1200.0,0-1-0,0,1203.1341887685653
Reza Nasri,1184.1268148161294,1200.0,0-1-0,0,1202.7538064093758
JeongYeong Lee,1184.1208884078576,1231.1091087576776,2-3-0,0,1212.5259658871619
Austin Lingo,1184.1142181067173,1216.6800831365983,2-3-0,0,1200.7981695566125
Matt Hobar,1184.1087730444046,1200.0,1-2-0,0,1195.0537788950212
Niklas Backstrom,1184.1084276555775,1216.825758096325,1-2-0,0,1206.423343313211
Kelly Dullanty,1184.0969921300064,1200.0,0-1-0,0,1202.1061831420425
David Velasquez,1184.0902594979311,1200.0,0-1-0,0,1201.9599808857674
Nadia Kassem,1184.0896256913725,1215.3312356809845,1-2-0,0,1205.7933388660997
Eddie Ruiz,1184.0814337995855,1200.0,0-1-0,0,1201.7683277591384
Marcus LeVesseur,1184.0811814061892,1200.0851004255358,1-2-0,0,1195.044818209127
Francisco Trevino,1184.0790516896677,1215.384263042974,1-2-0,0,1205.728920483891
Cody McKenzie,1184.0693947030907,1216.0,3-4-0,0,1198.4909256929463
Puja Tomar,1184.067888322661,1216.0,1-2-0,0,1205.5804716951445
Carlos Mota,1184.0678396272342,1200.0,0-1-0,0,1201.4731276158213
Kit Cope,1184.0676726427585,1200.0,0-1-0,0,1201.4695015289756
Issei Tamura,1184.065065782361,1215.966582728183,1-2-0,0,1205.5499456632688
Willamy Freire,1184.0619407134568,1200.0,0-1-0,0,1201.3450322222968
Brok Weaver,1184.060749131804,1215.228047437481,1-2-0,0,1205.4854490282462
Jeff Hougland,1184.057460984802,1216.0,1-2-0,0,1205.781135072222
Brian Cobb,1184.0499715067037,1200.0,0-1-0,0,1201.0851210089727
Felipe Silva,1184.0376131504179,1214.7098529212562,1-2-0,0,1205.5096143567202
Jesse Sanders,1184.0339081301693,1200.0,0-1-0,0,1200.736306793522
Derrick Noble,1184.0339081301693,1200.0,0-1-0,0,1200.736306793522
Scott Junk,1184.032852850851,1200.0,0-1-0,0,1200.7133915945362
Ryan Madigan,1184.0320357828812,1200.0,0-1-0,0,1200.695649116047
Floyd Sword,1184.0314636775468,1200.0,0-1-0,0,1200.683225957638
Augusto Montano,1184.0309776228019,1215.3012008413111,1-2-0,0,1205.5909969497034
Branden Lee Hinkle,1184.0302600338096,1216.0,1-2-0,0,1205.0754545337693
Joe Jordan,1184.0148863374861,1200.0,0-1-0,0,1200.3232528045712
Satoshi Honma,1184.005567897529,1200.0,0-1-0,0,1200.1209053635146
Heather Clark,1184.0029729229482,1216.0,1-2-0,0,1205.3558908809193
Wagner Campos,1184.0,1200.0,0-1-0,0,1200.0
Dante Rivera,1184.0,1200.0,0-1-0,0,1200.0
Wes Albritton,1184.0,1200.0,0-1-0,0,1200.0
Collin Hart,1184.0,1200.0,0-1-0,0,1200.0
Jason Fairn,1184.0,1200.0,0-1-0,0,1200.0
Houston Dorr,1184.0,1200.0,0-1-0,0,1200.0
Joey Gilbert,1184.0,1200.0,0-1-0,0,1200.0
Eugenio Tadeu,1184.0,1200.0,0-1-0,0,1200.0
Alberta Cerra Leon,1184.0,1200.0,0-1-0,0,1200.0
Paul Herrera,1184.0,1200.0,0-1-0,0,1200.0
James Hammortree,1184.0,1200.0,0-1-0,0,1200.0
David Roberts,1184.0,1200.0,0-1-0,0,1200.0
Duda Santana,1184.0,1200.0,0-1-0,0,1200.0
Eldo Xavier Dias,1184.0,1200.0,0-1-0,0,1200.0
Martin Svensson,1184.0,1200.0,0-1-0,0,1200.0
Stephen Bass,1184.0,1200.0,0-1-0,0,1200.0
Roland Payne,1184.0,1200.0,0-1-0,0,1200.0
Tyler Toner,1184.0,1200.0,0-1-0,0,1200.0
Humberto Brown Morrison,1184.0,1200.0,0-1-0,0,1200.0
Joe Giannetti,1184.0,1200.0,0-1-0,0,1200.0
Asbel Cancio,1184.0,1200.0,0-1-0,0,1200.0
Bruno Korea,1184.0,1200.0,0-1-0,0,1200.0
Abner Lloveras,1184.0,1200.0,0-1-0,0,1200.0
Romie Aram,1184.0,1200.0,0-1-0,0,1200.0
Tyler Diamond,1184.0,1200.0,0-1-0,0,1200.0
Baergeng Jieleyisi,1184.0,1200.0,0-1-0,0,1200.0
Izabela Badurek,1184.0,1200.0,0-1-0,0,1200.0
Anistavio Medeiros,1184.0,1200.0,0-1-0,0,1200.0
Masutatsu Yano,1184.0,1200.0,0-1-0,0,1200.0
Kerry Schall,1184.0,1200.0,0-1-0,0,1200.0
Neil Grove,1184.0,1200.0,0-1-0,0,1200.0
Allan Zuniga,1184.0,1200.0,0-1-0,0,1200.0
Roger Gracie,1184.0,1200.0,0-1-0,0,1200.0
Justin Wren,1184.0,1200.0,0-1-0,0,1200.0
Sako Chivitchian,1184.0,1200.0,0-1-0,0,1200.0
Maia Stevenson,1184.0,1200.0,0-1-0,0,1200.0
Richie Hightower,1184.0,1200.0,0-1-0,0,1200.0
Gilbert Smith,1184.0,1200.0,0-1-0,0,1200.0
Mike King,1184.0,1200.0,0-1-0,0,1200.0
Rodrigo Ruas,1184.0,1200.0,0-1-0,0,1200.0
John Kolosci,1184.0,1200.0,0-1-0,0,1200.0
Sherman Pendergarst,1184.0,1200.0,0-1-0,0,1200.0
Josh Rafferty,1184.0,1200.0,0-1-0,0,1200.0
Shane Primm,1184.0,1200.0,0-1-0,0,1200.0
Marcos Vinicius,1184.0,1216.0,1-2-0,0,1205.3333333333333
Adriano Santos,1184.0,1200.0,0-1-0,0,1200.0
Icho Larenas,1184.0,1200.0,0-1-0,0,1200.0
Dustin Neace,1184.0,1200.0,0-1-0,0,1200.0
Dave Berry,1184.0,1200.0,0-1-0,0,1200.0
Cory Hendricks,1184.0,1200.0,0-1-0,0,1200.0
Paulo Santos,1184.0,1200.0,0-1-0,0,1200.0
Emmanuel Yarborough,1184.0,1200.0,0-1-0,0,1200.0
Mark Scanlon,1184.0,1200.0,0-1-0,0,1200.0
Zygimantas Ramaska,1184.0,1200.0,0-1-0,0,1200.0
Brendan Loughnane,1184.0,1200.0,0-1-0,0,1200.0
Alex Torres,1184.0,1200.0,0-1-0,0,1200.0
Joey Roberts,1184.0,1200.0,0-1-0,0,1200.0
Karine Gevorgyan,1184.0,1200.0,0-1-0,0,1200.0
Richie Smullen,1184.0,1200.0,0-1-0,0,1200.0
Keigo Kunihara,1184.0,1200.0,0-1-0,0,1200.0
Bharat Kandare,1184.0,1200.0,0-1-0,0,1200.0
Eric Martin,1184.0,1200.0,0-1-0,0,1200.0
Jermaine Andre,1184.0,1200.0,0-1-0,0,1200.0
Jon Manley,1184.0,1200.0,0-1-0,0,1200.0
Derek Downey,1184.0,1200.0,0-1-0,0,1200.0
Rocky Lee,1184.0,1200.0,0-1-0,0,1200.0
Rayanne Amanda,1184.0,1200.0,0-1-0,0,1200.0
Abdul-Kareem Al-Selwady,1184.0,1200.0,0-1-0,0,1200.0
David Levicki,1184.0,1200.0,0-1-0,0,1200.0
Jackie Lee,1184.0,1200.0,0-1-0,0,1200.0
Zach Light,1184.0,1200.0,0-1-0,0,1200.0
Bentley Syler,1184.0,1200.0,0-1-0,0,1200.0
Sean Gannon,1184.0,1200.0,0-1-0,0,1200.0
Chris Condo,1184.0,1200.0,0-1-0,0,1200.0
Billy Miles,1184.0,1200.0,0-1-0,0,1200.0
Jason DeLucia,1184.0,1216.0,1-2-0,0,1205.3333333333333
Minoki Ichihara,1184.0,1200.0,0-1-0,0,1200.0
Ryan McGillivray,1184.0,1200.0,0-1-0,0,1200.0
Daniel Spohn,1184.0,1200.0,0-1-0,0,1200.0
Wade Shipp,1184.0,1200.0,0-1-0,0,1200.0
Jason Thacker,1184.0,1200.0,0-1-0,0,1200.0
Adam Cella,1184.0,1200.0,0-1-0,0,1200.0
Andy Anderson,1184.0,1200.0,0-1-0,0,1200.0
Joe Pardo,1184.0,1200.0,0-1-0,0,1200.0
Donnie Chappell,1184.0,1200.0,0-1-0,0,1200.0
Delson Heleno,1184.0,1200.0,0-1-0,0,1200.0
Jules Bruchez,1184.0,1200.0,0-1-0,0,1200.0
Jianping Yang,1184.0,1200.0,0-1-0,0,1200.0
Ariel Beck,1184.0,1200.0,0-1-0,0,1200.0
Marcin Wrzosek,1184.0,1200.0,0-1-0,0,1200.0
Tony Halme,1184.0,1200.0,0-1-0,0,1200.0
Keith Mielke,1184.0,1200.0,0-1-0,0,1200.0
Scott Baker,1184.0,1200.0,0-1-0,0,1200.0
Justin Frazier,1184.0,1200.0,0-1-0,0,1200.0
Thaddeus Luster,1184.0,1200.0,0-1-0,0,1200.0
Christina Marks,1184.0,1200.0,0-1-0,0,1200.0
John Polakowski,1184.0,1200.0,0-1-0,0,1200.0
SeungGuk Choi,1184.0,1200.0,0-1-0,0,1200.0
Scott Fiedler,1184.0,1200.0,0-1-0,0,1200.0
Rodolfo Rubio Perez,1184.0,1200.0,0-1-0,0,1200.0
Wallid Ismail,1184.0,1200.0,0-1-0,0,1200.0
Aaron Wilkinson,1184.0,1200.0,0-1-0,0,1200.0
Chris Spang,1184.0,1200.0,0-1-0,0,1200.0
Dorian Price,1184.0,1200.0,0-1-0,0,1200.0
Marcus Jones,1184.0,1200.0,0-1-0,0,1200.0
Vinicius Queiroz,1184.0,1200.0,0-1-0,0,1200.0
Matt Andersen,1184.0,1200.0,0-1-0,0,1200.0
David Hood,1184.0,1200.0,0-1-0,0,1200.0
James Zikic,1184.0,1200.0,0-1-0,0,1200.0
Noe Hernandez,1184.0,1200.0,0-1-0,0,1200.0
Francesco Maturi,1184.0,1200.0,0-1-0,0,1200.0
Alex Gorgees,1184.0,1200.0,0-1-0,0,1200.0
Jamie Yager,1184.0,1200.0,0-1-0,0,1200.0
Dave Galera,1184.0,1200.0,0-1-0,0,1200.0
James Mulheron,1184.0,1200.0,0-1-0,0,1200.0
Richard Crunkilton,1184.0,1200.0,0-1-0,0,1200.0
Todd Butler,1184.0,1200.0,0-1-0,0,1200.0
Leigh Remedios,1184.0,1200.0,0-1-0,0,1200.0
Gerry Harris,1184.0,1200.0,0-1-0,0,1200.0
Manuel Rodriguez,1184.0,1200.0,0-1-0,0,1200.0
Thomas Ramirez,1184.0,1200.0,0-1-0,0,1200.0
Lodune Sincaid,1184.0,1200.0,0-1-0,0,1200.0
Fabio Gurgel,1184.0,1200.0,0-1-0,0,1200.0
Dan Barrera,1184.0,1200.0,0-1-0,0,1200.0
Josh Bryant,1184.0,1200.0,0-1-0,0,1200.0
Antonio Banuelos,1184.0,1200.0,0-1-0,0,1200.0
Nazareno Malegarie,1184.0,1200.0,0-1-0,0,1200.0
Lowell Anderson,1184.0,1200.0,0-1-0,0,1200.0
David Baron,1184.0,1200.0,0-1-0,0,1200.0
Marcus Silveira,1184.0,1200.0,0-1-0,0,1200.0
Frank Lester,1184.0,1200.0,0-1-0,0,1200.0
Nick Serra,1184.0,1200.0,0-1-0,0,1200.0
Jimmy Quinlan,1184.0,1200.0,0-1-0,0,1200.0
Cory Walmsley,1184.0,1200.0,0-1-0,0,1200.0
Alex Stiebling,1184.0,1200.0,0-1-0,0,1200.0
Chuck O'Neil,1184.0,1200.0,0-1-0,0,1200.0
Dmitri Stepanov,1184.0,1200.0,0-1-0,0,1200.0
Ernie Verdicia,1184.0,1200.0,0-1-0,0,1200.0
Nandor Guelmino,1184.0,1200.0,0-1-0,0,1200.0
James Giboo,1184.0,1200.0,0-1-0,0,1200.0
Kiru Sahota,1184.0,1200.0,0-1-0,0,1200.0
Igor Severino,1184.0,1200.0,0-1-0,0,1200.0
Tom Egan,1184.0,1200.0,0-1-0,0,1200.0
Feng Xiaocan,1184.0,1200.0,0-1-0,0,1200.0
Chris Sanford,1184.0,1200.0,0-1-0,0,1200.0
Ray Wizard,1184.0,1200.0,0-1-0,0,1200.0
Steven Koslow,1184.0,1200.0,0-1-0,0,1200.0
Aaron Brink,1184.0,1200.0,0-1-0,0,1200.0
Albert Cheng,1184.0,1200.0,0-1-0,0,1200.0
Kristof Midoux,1184.0,1200.0,0-1-0,0,1200.0
Tina Lahdemaki,1184.0,1200.0,0-1-0,0,1200.0
Kevin Rosier,1184.0,1200.0,0-1-0,0,1200.0
Bob Gilstrap,1184.0,1200.0,0-1-0,0,1200.0
Crafton Wallace,1184.0,1200.0,0-1-0,0,1200.0
Peggy Morgan,1184.0,1200.0,0-1-0,0,1200.0
Cale Yarbrough,1184.0,1200.0,0-1-0,0,1200.0
Bobby Southworth,1184.0,1200.0,0-1-0,0,1200.0
Jack McGlaughlin,1184.0,1200.0,0-1-0,0,1200.0
Steve Byrnes,1184.0,1200.0,0-1-0,0,1200.0
Robert Lucarelli,1184.0,1200.0,0-1-0,0,1200.0
Justin James,1184.0,1200.0,0-1-0,0,1200.0
Danillo Villefort,1184.0,1200.0,0-1-0,0,1200.0
Mario Neto,1184.0,1200.0,0-1-0,0,1200.0
Jared Rollins,1184.0,1200.0,0-1-0,0,1200.0
John Matua,1184.0,1200.0,0-1-0,0,1200.0
Rolles Gracie,1184.0,1200.0,0-1-0,0,1200.0
Tim McKenzie,1184.0,1200.0,0-1-0,0,1200.0
Keith Berish,1184.0,1200.0,0-1-0,0,1200.0
Andy Wang,1184.0,1200.0,0-1-0,0,1200.0
Jay Cucciniello,1184.0,1200.0,0-1-0,0,1200.0
Vernon Ramos Ho,1184.0,1200.0,0-1-0,0,1200.0
Michel Batista,1184.0,1200.0,0-1-0,0,1200.0
Alex Schoenauer,1184.0,1200.0,0-1-0,0,1200.0
Flavio Luiz Moura,1184.0,1200.0,0-1-0,0,1200.0
Allan Goes,1184.0,1200.0,0-1-0,0,1200.0
Chris Tickle,1184.0,1200.0,0-1-0,0,1200.0
John Teixeira,1184.0,1200.0,0-1-0,0,1200.0
Gerald Strebendt,1184.0,1200.0,0-1-0,0,1200.0
Darrill Schoonover,1184.0,1200.0,0-1-0,0,1200.0
Darrel Gholar,1184.0,1200.0,0-1-0,0,1200.0
Chris Saunders,1184.0,1200.0,0-1-0,0,1200.0
Manolo Zecchini,1184.0,1200.0,0-1-0,0,1200.0
Josh Stuart,1184.0,1200.0,0-1-0,0,1200.0
Sean Daugherty,1184.0,1200.0,0-1-0,0,1200.0
Courtney Turner,1184.0,1200.0,0-1-0,0,1200.0
Fredson Paixao,1184.0,1200.0,0-1-0,0,1200.0
Sean McCorkle,1183.9989454421113,1216.0,1-2-0,0,1205.5702269127344
Trent Jenkins,1183.9985103838835,1200.0,0-1-0,0,1199.967653396927
Will Chope,1183.990556047997,1200.0,0-1-0,0,1199.7949271640716
Ryan Roberts,1183.9661745945793,1200.0,0-1-0,0,1199.2654895596181
Mike Jackson,1183.9661669788793,1200.736306793522,1-2-0,0,1192.1840766983805
John Campetella,1183.9660918698307,1200.0,0-1-0,0,1199.263693206478
Dale Hartt,1183.9629961441924,1200.6381263335377,1-2-0,0,1194.611080616459
Cole Smith,1183.9550193829582,1216.6800795241925,1-2-0,0,1205.203987623335
Jake Hadley,1183.9496244950512,1214.8401959573255,3-4-0,0,1197.0089556819019
Luis Pajuelo,1183.9394179926471,1200.0,0-1-0,0,1198.6844721384264
Jeff Newton,1183.9323273572415,1200.0,0-1-0,0,1198.5304984710244
Rick Davis,1183.9308485588062,1200.0,0-1-0,0,1198.4983861839078
Carlo Prater,1183.9260135272639,1216.736306793522,1-2-0,0,1205.2850466950974
Danny Chavez,1183.9168153557598,1215.2019695315641,1-2-1,0,1204.8427876791193
Mark Weir,1183.9059877697823,1215.8966918274784,1-2-0,0,1204.5855534539369
Batgerel Danaa,1183.810874224149,1228.9604145952455,3-4-0,0,1205.4847340426682
Andrew Holbrook,1183.7805435702355,1218.0259053366276,2-3-0,0,1206.4522542233597
Braxton Smith,1183.7686566026284,1200.0,0-1-0,0,1194.9760918332393
Garrett Armfield,1183.7429975856394,1216.5299969840198,2-3-0,0,1199.0986902862364
Cyril Asker,1183.7419241534008,1200.0,2-3-0,0,1191.631016464018
Duane Ludwig,1183.7231704662754,1233.8592038112213,4-5-0,0,1214.1457290638868
Roosevelt Roberts,1183.7221252596094,1245.4254789059455,4-5-0,0,1216.9539485262635
Joe Soto,1183.7212046793582,1213.3840256199755,3-5-0,0,1229.8154547438053
Seth Baczynski,1183.682605803386,1249.116099228309,5-6-0,0,1216.2852613559196
Deron Winn,1183.6810037208581,1214.6236743950387,2-3-0,0,1197.1440801443546
George Sullivan,1183.6719670775865,1232.764261564366,3-4-0,0,1214.639586324576
Ivan Salaverry,1183.5983840810072,1234.57440780144,3-4-0,0,1211.4007487040528
Rong Zhu,1183.5504638218765,1200.0,1-2-0,0,1190.6759026679865
Hector Urbina,1183.4899931684376,1214.5934428887872,1-2-0,0,1200.7047533958632
Nissen Osterneck,1183.4693070296826,1200.0,0-1-0,0,1188.4719198408561
Sabina Mazo,1183.459305051644,1233.6871365643267,3-4-0,0,1205.729921636461
Joseph Morales,1183.4443087156253,1216.0,1-2-0,0,1201.5567558378816
Rogerio Bontorin,1183.442362104391,1230.5980648674793,2-3-0,0,1214.1870766856503
Per Eklund,1183.4130554526837,1200.0,1-2-0,0,1190.0047523125916
Pete Spratt,1183.4028288778395,1216.86146190598,3-4-0,0,1205.017219150901
Jon Tuck,1183.402008971034,1216.0034625318306,4-5-0,0,1201.4084754753214
Danielle Taylor,1183.401975130368,1216.0792821084167,2-3-0,0,1197.6035864661822
Spike Carlyle,1183.3886509194663,1216.0,1-2-0,0,1200.906085767784
Solomon Hutcherson,1183.3852495786273,1200.0,0-1-0,0,1186.6442895341581
Simeon Thoresen,1183.3822274811014,1216.0,1-2-0,0,1201.1137522629429
Stanislav Nedkov,1183.3806510754482,1216.7609122576669,1-2-0,0,1208.747974726464
Max Rohskopf,1183.3699989132547,1200.0,0-1-0,0,1186.312623677074
Carlos Barreto,1183.36929692959,1200.0,0-1-0,0,1186.297356599073
Alex Andrade,1183.3646607101468,1200.0,0-1-0,0,1186.1965245402773
Tony Petarra,1183.3633748450995,1200.0,0-1-0,0,1186.168558149362
Paul Georgieff,1183.3630816684088,1200.0,0-1-0,0,1186.162181798912
Lewis Gonzalez,1183.3627349209041,1200.0,0-1-0,0,1186.1546403155596
Khusein Askhabov,1183.3601482909921,1200.0,0-1-0,0,1186.0983827535126
Rolando Delgado,1183.359353427682,1216.0,1-2-0,0,1200.7257726752816
Maciej Jewtuszko,1183.3359633314992,1200.0,0-1-0,0,1185.5723395519715
Nick Pace,1183.3358678781574,1216.0,1-2-0,0,1200.2909368678986
Masio Fullen,1183.3324520327885,1216.0,1-2-0,0,1200.4663257090028
Allen Berube,1183.3296897362338,1200.0,0-1-0,0,1185.4358728782763
Angel Pacheco,1183.3279348665146,1200.0,0-1-0,0,1185.3976991907762
Ronald Jhun,1183.321075524118,1200.0,0-1-0,0,1185.2484845012739
Nick Osipczak,1183.3198578190272,1233.4027094892963,2-3-0,0,1210.1149380009094
Eddie Mendez,1183.318521248388,1200.0,0-1-0,0,1185.1929186831333
Jim Alers,1183.3063870857854,1216.0,1-2-0,0,1207.3487613188888
Joshua Weems,1183.3044585982532,1200.0,0-1-0,0,1184.8869855861963
Ricardo Romero,1183.3022709001903,1215.2650522788042,1-2-0,0,1199.8005747248073
Sheldon Westcott,1183.2997312367759,1200.0,1-2-0,1,1178.897066954708
Guilherme Vasconcelos,1183.299217552994,1200.0,0-1-0,0,1184.7729606271687
Ivan Serati,1183.2976682937717,1200.0,0-1-0,0,1184.7392540868168
David Michaud,1183.297601691137,1200.0,1-2-0,0,1189.3333358992293
Harold Howard,1183.2976013366472,1216.0,1-2-0,0,1200.0
Matt Arroyo,1183.2976013366472,1216.0,1-2-0,0,1200.0
Ben Alloway,1183.2976013366472,1216.0,1-2-0,0,1200.0
James McSweeney,1183.2976013366472,1216.0,1-2-0,0,1200.0
Dieusel Berto,1183.2975328274754,1200.0,0-1-0,0,1184.736306793522
Chris Brennan,1183.2961168872666,1216.0,1-2-0,0,1200.2351668471015
Nyamjargal Tumendemberel,1183.2927108761774,1200.0,0-1-0,0,1184.6313958360568
Brian Geraghty,1183.2914648166425,1200.0,0-1-0,0,1184.604284925348
Adam Milstead,1183.2878540901072,1215.2283868846544,1-2-0,0,1200.0970494507267
Charlie Valencia,1183.2702684087199,1200.0,0-1-0,0,1184.1430790124161
Yuri Vaulin,1183.2667762587957,1200.0,0-1-0,0,1184.0670891153122
Hyun Gyu Lim,1183.2652924562665,1232.7205237390451,3-4-0,0,1213.3991401390902
Nate Schroeder,1183.263693206478,1200.0,0-1-0,0,1184.0
Kristian Rothaermel,1183.263693206478,1200.0,0-1-0,0,1184.0
He-Man Gipson,1183.263693206478,1200.0,0-1-0,0,1184.0
Bubba Bush,1183.263693206478,1200.0,0-1-0,0,1184.0
Roger Zapata,1183.263693206478,1200.0,0-1-0,0,1184.0
Chris Price,1183.263693206478,1200.0,0-1-0,0,1184.0
Zane Frazier,1183.263693206478,1200.0,0-1-0,0,1184.0
Dean Barry,1183.263693206478,1200.0,0-1-0,0,1184.0
Sean Alvarez,1183.263693206478,1200.0,0-1-0,0,1184.0
Shunichi Shimizu,1183.2606514204442,1200.0,0-1-0,0,1183.9338076959114
Matt Lucas,1183.2591408657731,1200.0,0-1-0,0,1183.900936083803
Matthew Semelsberger,1183.2565466606593,1248.6178152368223,5-6-0,0,1222.4163318962392
Milana Dudieva,1183.2313821198313,1215.263693206478,1-2-0,0,1199.2865537011905
Filip Pejic,1183.2309975739597,1200.0,0-1-0,0,1183.2884485561065
Saeed Hosseini,1183.2298601853572,1200.0,0-1-0,0,1183.263693206478
Chris Liguori,1183.2232692111,1200.0,0-1-0,0,1183.120236798424
Robert Sanchez,1183.2071293369997,1200.0,1-2-0,0,1188.913550342226
James Lee,1183.2060553842157,1200.0,0-1-0,0,1182.7455405421429
Luke Cummo,1183.2026765268329,1216.5102411516823,3-4-0,0,1195.793123378004
Justin Lawrence,1183.197622782199,1216.0,1-2-0,0,1199.3091876161952
Ron Stallings,1183.1708696732098,1200.2048391693809,1-2-0,0,1188.7828384650277
Chris Cope,1183.0841068540835,1216.0,1-2-0,0,1198.454620446206
Johnny Bedford,1182.994160722286,1232.0,2-3-0,0,1210.6026416778138
Kanako Murata,1182.9489691543083,1214.6967669482942,1-2-0,0,1196.6626048733572
David Heath,1182.9369684640474,1231.263693206478,2-3-0,0,1207.5208131026811
Felipe Arantes,1182.9054050801021,1228.7744291235529,5-6-1,0,1207.1351012110963
Emily Ducote,1182.8981028872886,1216.1861150273119,2-3-0,0,1194.1775578632241
Maheshate,1182.8975918358412,1216.0399752870858,2-3-0,0,1194.303217491717
Misha Cirkunov,1182.8712026602623,1262.7345319588746,6-7-0,0,1228.346104496263
Justin Salas,1182.8672996676798,1216.0,3-4-0,0,1202.791883108613
Jason Von Flue,1182.828732846853,1215.9323273572415,1-2-0,0,1196.2920774169002
Rodrigo Damm,1182.8074562508577,1230.5821029187657,3-4-0,0,1206.6307115480406
Nathan Fletcher,1182.7704963770436,1216.0,1-2-0,0,1195.935501811032
Robert Bryczek,1182.7599863282705,1200.0,0-1-0,0,1173.0193397275805
Marcel Fortuna,1182.751390317557,1215.3933637814682,1-2-0,0,1195.9053779461315
Sam Hoger,1182.7243107457734,1216.0,2-3-0,0,1200.0
Jess Liaudin,1182.7069634888874,1232.0,2-3-0,0,1207.1767551467403
Clay Harvison,1182.706130691614,1216.0,1-2-0,0,1195.448152291898
Sean Sharaf,1182.6979018074235,1200.0,0-1-0,0,1171.6626277056214
Magomed Gadzhiyasulov,1182.6956234949841,1215.263693206478,1-2-0,0,1195.159899486833
Felipe Olivieri,1182.6842470647864,1200.0,0-1-0,0,1171.3641209544817
Geraldo de Freitas,1182.6546787234001,1216.0,1-2-0,0,1195.3659885302036
Jesse Lennox,1182.631317379118,1216.0,1-2-0,0,1195.1970302827758
Erick Montano,1182.6309711934582,1216.0,1-2-0,0,1195.1620412484058
Orion Cosce,1182.6020296090035,1200.0,1-2-0,0,1184.0529299209277
Alex Karalexis,1182.5981711137829,1216.0,1-2-0,0,1194.6666666666667
Isabela de Padua,1182.5957556955877,1200.0,0-1-0,0,1169.428565852812
Ian Loveland,1182.5950719527063,1216.0,1-2-0,0,1194.9121022645074
Jamal Pogues,1182.5507087894784,1215.8499756216122,2-3-0,0,1199.42065571049
Cameron Dollar,1182.5316223433542,1200.0,0-1-0,0,1168.0246120284664
Yan Cabral,1182.5134090082017,1214.856158001338,2-3-0,0,1198.5346707184958
Joao Pierini,1182.511946818132,1200.0,0-1-0,0,1167.5936851389386
Steven Nguyen,1182.506514444937,1200.0,0-1-0,0,1167.474689625962
Sasha Palatnikov,1182.3986105138708,1216.0,1-2-0,0,1193.4544698246293
Robelis Despaigne,1182.3744750353173,1214.5209206971113,1-2-0,0,1192.9684564415356
